"vehicle_id","miles_used","color","engine_type","transmission_type","number_of_seats"
539084,52878,"White","Gas","8-speed automatic",5
793126,,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
458209,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
622858,52667,"Grey","Turbocharged Gas 3-Cyl","6-speed automatic",5
864285,,"White","Gasoline (V6)","8-speed shiftable automatic",7
599508,,"Navy Blue","Turbocharged Gas I4","6-speed automatic",3
786359,,"Navy Blue","V6","10-speed automatic",8
792436,70285,"White","Gas","8-speed automatic",5
696972,5091,"White","Gasoline (V6)","9-speed automatic",5
874698,,"Navy Blue","Gas (V6)","9-speed automatic",5
676938,,"White","Gasoline (V6)","9-speed automatic",5
520912,,"Black","Turbocharged Gas I4","6-speed automatic",3
588162,,"Red","V6","10-speed automatic",8
538609,,"Black","Gas (V6)","8-speed shiftable automatic",7
836653,58360,"Black","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
117097,,"Navy Blue","Gas (V6)","9-speed automatic",5
67366,46642,"Black","Gasoline (V6)","8-speed shiftable automatic",7
609944,,"White","Gas/Electric I-4","CVT w/OD",5
658857,63061,"Grey","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
809031,,"Navy Blue","Electric (Battery-powered)","Automatic",5
258591,,"White","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
451074,10475,"White","Turbocharged Gas I4","6-speed automatic",3
716690,73565,"Grey","Gas","10-speed shiftable automatic",5
579921,,"White","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
993506,,"Navy Blue","V6","10-speed automatic",8
334979,,"Grey","Gasoline (V6)","8-speed shiftable automatic",7
23713,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
165745,,"Black","Turbocharged Gas I4","6-speed automatic",3
87940,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
713068,,"White","Turbocharged Gas 3-Cyl","6-speed automatic",5
432262,,"White","Gas","8-speed automatic",5
917570,47919,"Black","Turbocharged Gas I4","6-speed automatic",3
670422,57425,"Green","Gas","6-speed shiftable automatic",5
594023,,"Black","Turbocharged Gas I4","6-speed automatic",3
314084,,"Grey","V6","10-speed automatic",8
556949,,"Black","Electric (Battery-powered)","Automatic",5
912535,,"Grey","Gasoline (V6)","9-speed automatic",5
266774,,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
826424,,"Black","Gasoline (V6)","9-speed automatic",5
438820,,"Silver","Gasoline (V6)","8-speed shiftable automatic",7
294114,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
711055,,"Black","Gasoline (I-4)","Continuously variable-speed automatic",5
684991,,"Black","Gas/Electric I-4","CVT w/OD",5
463377,,"Green","Gas","10-speed shiftable automatic",5
905721,41351,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
471473,,"Navy Blue","Gas","10-speed shiftable automatic",5
628677,,"White","Gas/Electric I-4","CVT",5
508816,,"Silver","Gasoline (V6)","8-speed shiftable automatic",7
397069,,"Black","Gasoline (I-4)","Continuously variable-speed automatic",5
88505,,"Black","Gas/Electric I-4","CVT",5
138141,68896,"White","Gas","8-speed automatic",5
101844,,"Silver","Gasoline (I-4)","Continuously variable-speed automatic",5
757118,,"Black","V6","10-speed automatic",8
763652,,"Red","V6","10-speed automatic",8
898503,,"Red","Turbocharged Gas I4","8-speed automatic",5
186928,,"Navy Blue","V6","10-speed automatic",8
252196,,"Silver","V6","10-speed automatic",8
41858,,"Grey","Turbocharged Gas I4","6-speed automatic",3
500831,,"Grey","Gas (V6)","8-speed shiftable automatic",7
418376,,"White","Electric (Battery-powered)","Automatic",5
517730,,"Red","Gas","6-speed shiftable automatic",5
928012,,"Grey","V6","10-speed automatic",8
851672,,"Black","Gas","8-speed automatic",5
110296,,"Red","Electric (Battery-powered)","Automatic",5
935860,,"Red","Turbocharged Gas I4","8-speed automatic",5
212424,,"White","Gas","6-speed shiftable automatic",5
465748,,"Grey","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
327553,,"Grey","Turbocharged Gas I4","6-speed automatic",3
746005,,"White","Gas","8-speed automatic",5
26877,,"Red","Gasoline (V6)","Xtronic CVT®",5
207008,,"Silver","Gas/Electric I-4","CVT",5
456312,,"Black","V6","10-speed automatic",8
373988,,"Red","Gas/Electric I-4","CVT w/OD",5
351476,,"Silver","V6","10-speed automatic",8
310825,,"White","Gasoline (V6)","Xtronic CVT®",5
912872,,"Navy Blue","Gasoline (V6)","8-speed shiftable automatic",7
6708,20658,"White","Electric (Battery-powered)","Automatic",5
110131,,"Grey","Gasoline (V6)","8-speed shiftable automatic",7
101126,42001,"Navy Blue","Turbocharged Gas I4","6-speed automatic",3
504794,,"White","Gasoline (V6)","Xtronic CVT®",5
901499,,"Navy Blue","Turbocharged Gas 3-Cyl","6-speed automatic",5
919054,37201,"Navy Blue","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
554513,,"Silver","Turbocharged Gas 3-Cyl","6-speed automatic",5
161459,,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
813904,,"Navy Blue","Turbocharged Gas I4","8-speed automatic",5
576127,,"Black","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
821642,,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
504495,,"White","Gas/Electric I-4","CVT",5
83368,,"White","Gas","6-speed shiftable automatic",5
466006,,"Black","Electric (Battery-powered)","Automatic",5
180197,,"White","Gas/Electric I-4","CVT",5
641132,,"White","Gas/Electric I-4","CVT w/OD",5
615586,65823,"Black","Gas","8-speed automatic",5
939911,21844,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
80291,,"Black","Gasoline (V6)","8-speed shiftable automatic",7
734784,63220,"White","Turbocharged Gas 3-Cyl","6-speed automatic",5
680882,,"Silver","Gasoline (I-4)","CVT",5
655674,,"White","Gasoline (V6)","8-speed shiftable automatic",7
485648,,"White","Gasoline (I-4)","Continuously variable-speed automatic",5
582439,,"White","Gas (V6)","9-speed automatic",5
217354,,"Black","Gas/Electric I-4","CVT w/OD",5
803674,60854,"White","Gasoline (V6)","9-speed automatic",5
913681,,"White","Gasoline (V6)","Xtronic CVT®",5
306829,,"Black","Gasoline (V6)","Xtronic CVT®",5
64793,,"Black","Gasoline (V6)","9-speed automatic",5
283018,,"Navy Blue","Gas","10-speed shiftable automatic",5
724713,20709,"Navy Blue","Gasoline (V6)","Xtronic CVT®",5
841377,,"White","Gas (V6)","9-speed automatic",5
135288,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
981825,,"Black","Gas","8-speed automatic",5
364901,,"White","Gas","8-speed automatic",5
769988,,"Black","Turbocharged Gas I4","6-speed automatic",3
963290,,"Black","Gasoline (V6)","9-speed automatic",5
868602,70628,"White","Gasoline (V6)","Xtronic CVT®",5
963851,,"Red","Turbocharged Gas I4","6-speed automatic",3
704453,,"Grey","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
606022,,"Black","V6","10-speed automatic",8
488280,,"Silver","Turbocharged Gas 3-Cyl","6-speed automatic",5
217858,,"Black","Gas (V6)","8-speed shiftable automatic",7
969702,17599,"Navy Blue","Gasoline (V6)","8-speed shiftable automatic",7
161107,,"White","Gas/Electric I-4","CVT",5
30,,"Black","V6","10-speed automatic",8
896628,,"White","Gas","10-speed shiftable automatic",5
215380,,"Navy Blue","V6","10-speed automatic",8
193986,47092,"Silver","Gas","10-speed shiftable automatic",5
102452,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
627068,,"Navy Blue","Gas","6-speed shiftable automatic",5
175009,,"Silver","Gas/Electric I-4","CVT w/OD",5
145701,,"Black","Gas (V6)","9-speed automatic",5
720262,,"Black","Gas (V6)","8-speed shiftable automatic",7
419059,,"Navy Blue","Turbocharged Gas I4","6-speed automatic",3
571017,,"Silver","Gasoline (V6)","8-speed shiftable automatic",7
161910,,"White","Gas","6-speed shiftable automatic",5
609946,,"Black","Gasoline (I-4)","Continuously variable-speed automatic",5
452700,68272,"Grey","Turbocharged Gas I4","6-speed automatic",3
735162,,"Grey","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
284373,,"White","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
940157,,"Red","Electric (Battery-powered)","Automatic",5
726691,,"Red","Turbocharged Gas 3-Cyl","6-speed automatic",5
933970,,"Black","Turbocharged Gas I4","6-speed automatic",3
701085,,"White","Gas/Electric I-4","CVT w/OD",5
403310,,"Grey","Gasoline (V6)","8-speed shiftable automatic",7
419254,,"Silver","Gasoline (V6)","8-speed shiftable automatic",7
738105,,"Navy Blue","Turbocharged Gas I4","6-speed automatic",3
634217,57203,"Black","Gas (V6)","8-speed shiftable automatic",7
201906,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
398244,,"Black","Gas","10-speed shiftable automatic",5
377204,,"Navy Blue","Turbocharged Gas I4","6-speed automatic",3
855899,32594,"Black","Gas/Electric I-4","CVT",5
99293,18782,"Navy Blue","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
477072,,"Navy Blue","Gasoline (V6)","8-speed shiftable automatic",7
594960,48868,"Grey","Gas (V6)","9-speed automatic",5
547000,50079,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
440297,,"Red","Gasoline (I-4)","CVT",5
250751,,"Grey","Gas (V6)","8-speed shiftable automatic",7
762843,,"Black","Gas/Electric I-4","CVT w/OD",5
699143,,"Red","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
930629,9996,"Grey","Gasoline (V6)","8-speed shiftable automatic",7
619767,,"Grey","Gasoline (V6)","8-speed shiftable automatic",7
253140,,"White","Gasoline (V6)","9-speed automatic",5
701806,30396,"Red","V6","10-speed automatic",8
813010,,"Black","Gas","6-speed shiftable automatic",5
277039,,"Black","Gas/Electric I-4","CVT w/OD",5
5843,46609,"White","Turbocharged Gas 3-Cyl","6-speed automatic",5
142074,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
326941,27796,"Navy Blue","Gasoline (I-4)","CVT",5
923703,,"Navy Blue","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
238608,,"Silver","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
408149,,"Grey","Gas/Electric I-4","CVT w/OD",5
260831,,"Grey","Gasoline (V6)","8-speed shiftable automatic",7
676700,,"Grey","Electric (Battery-powered)","Automatic",5
709977,,"Black","Gas (V6)","8-speed shiftable automatic",7
484355,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
245648,,"Silver","Turbocharged Gas I4","6-speed automatic",3
710659,,"Navy Blue","V6","10-speed automatic",8
993209,,"Silver","Gas","6-speed shiftable automatic",5
685205,,"Grey","Gas","8-speed automatic",5
466409,,"White","Gas/Electric I-4","CVT",5
698189,35223,"Grey","Gasoline (I-4)","Continuously variable-speed automatic",5
693603,,"Green","Gasoline (I-4)","CVT",5
42228,,"Grey","Turbocharged Gas I4","6-speed automatic",3
941785,,"Black","Electric (Battery-powered)","Automatic",5
760499,76344,"Red","Electric (Battery-powered)","Automatic",5
316764,,"Black","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
85068,58557,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
760210,,"Red","Gas/Electric I-4","CVT",5
75341,,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
510565,,"Red","Turbocharged Gas I4","6-speed automatic",3
317598,35133,"Black","Gas","10-speed shiftable automatic",5
293945,,"Red","Gas","8-speed automatic",5
93718,19373,"Red","Gas","10-speed shiftable automatic",5
893702,,"Grey","V6","10-speed automatic",8
736871,,"White","Turbocharged Gas I4","8-speed automatic",5
804628,,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
349540,,"Black","V6","10-speed automatic",8
70411,,"Grey","Turbocharged Gas I4","8-speed automatic",5
317476,57424,"Black","Turbocharged Gas I4","6-speed automatic",3
661114,,"Grey","Gasoline (V6)","9-speed automatic",5
344933,34113,"Red","V6","10-speed automatic",8
791724,,"White","Electric (Battery-powered)","Automatic",5
539814,,"Navy Blue","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
513006,,"Navy Blue","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
742516,,"Navy Blue","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
797375,,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
973067,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
657121,,"Navy Blue","Gas/Electric I-4","CVT",5
28944,,"Silver","Electric (Battery-powered)","Automatic",5
701997,,"Silver","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
251908,,"White","Gasoline (I-4)","CVT",5
139376,,"Grey","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
38969,20305,"Silver","V6","10-speed automatic",8
194290,,"Grey","V6","10-speed automatic",8
461076,,"Grey","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
839537,,"Black","Gas (V6)","8-speed shiftable automatic",7
543718,,"White","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
110740,,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
926458,,"White","Gasoline (V6)","Xtronic CVT®",5
69203,,"Black","Gas","10-speed shiftable automatic",5
973992,,"Silver","V6","10-speed automatic",8
409862,,"White","V6","10-speed automatic",8
478590,,"White","Gasoline (V6)","8-speed shiftable automatic",7
400041,,"Silver","Gasoline (I-4)","Continuously variable-speed automatic",5
465817,,"Navy Blue","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
905646,,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
569625,,"Black","Gas (V6)","9-speed automatic",5
660580,,"White","Gas","6-speed shiftable automatic",5
676616,,"Navy Blue","Turbocharged Gas 3-Cyl","6-speed automatic",5
271379,,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
21016,,"White","Gasoline (V6)","9-speed automatic",5
796669,,"Grey","V6","10-speed automatic",8
92588,,"Silver","V6","10-speed automatic",8
804280,,"Black","Turbocharged Gas I4","8-speed automatic",5
470520,,"White","Gas (V6)","8-speed shiftable automatic",7
804858,,"Green","Gas","6-speed shiftable automatic",5
23212,15704,"Navy Blue","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
523759,35333,"White","Gasoline (V6)","Xtronic CVT®",5
615821,,"Black","Gas","10-speed shiftable automatic",5
161729,,"Black","Gasoline (V6)","8-speed shiftable automatic",7
120559,76709,"Navy Blue","Turbocharged Gas I4","8-speed automatic",5
936165,,"Grey","Gasoline (V6)","9-speed automatic",5
593487,,"White","Turbocharged Gas 3-Cyl","6-speed automatic",5
381354,,"Silver","Gas","6-speed shiftable automatic",5
164985,,"White","Electric (Battery-powered)","Automatic",5
305849,,"Red","Electric (Battery-powered)","Automatic",5
788145,8782,"Black","Gas/Electric I-4","CVT",5
738681,,"Grey","V6","10-speed automatic",8
199781,,"White","Gasoline (I-4)","Continuously variable-speed automatic",5
957489,,"Black","Gas","10-speed shiftable automatic",5
64868,,"Black","Electric (Battery-powered)","Automatic",5
534799,,"White","Turbocharged Gas I4","8-speed automatic",5
382214,,"Black","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
92625,,"White","V6","10-speed automatic",8
736579,,"Red","Gas/Electric I-4","CVT",5
299058,,"White","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
140783,,"Silver","Turbocharged Gas I4","8-speed automatic",5
844129,,"Grey","Turbocharged Gas 3-Cyl","6-speed automatic",5
723150,,"Grey","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
371405,,"Red","Gasoline (V6)","9-speed automatic",5
462587,,"Black","Gas (V6)","9-speed automatic",5
849074,,"Silver","Gasoline (V6)","8-speed shiftable automatic",7
851979,42342,"Navy Blue","Gas/Electric I-4","CVT w/OD",5
743706,,"White","Gasoline (I-4)","Continuously variable-speed automatic",5
911895,,"White","Gasoline (V6)","8-speed shiftable automatic",7
212555,,"White","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
630241,,"Silver","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
206602,,"Black","V6","10-speed automatic",8
67132,41803,"Navy Blue","Gas (V6)","9-speed automatic",5
